id	topic_id	thread_id	type	opt
q_52	A.9	3145414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\sum_{n=0}^{N}nx^{n}"" display=""block"">   <apply>     <apply>       <csymbol cd=""ambiguous"">superscript</csymbol>       <apply>         <csymbol cd=""ambiguous"">subscript</csymbol>         <sum/>         <apply>           <eq/>           <ci>𝑛</ci>           <cn type=""integer"">0</cn>         </apply>       </apply>       <ci>𝑁</ci>     </apply>     <apply>       <times/>       <ci>𝑛</ci>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑥</ci>         <ci>𝑛</ci>       </apply>     </apply>   </apply> </math> "
q_53	A.9	3145414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\sum_{i=0}^{n}i^{2}=\frac{(n^{2}+n)(2n+1)}{6}"" display=""block"">   <apply>     <eq/>     <apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <sum/>           <apply>             <eq/>             <ci>𝑖</ci>             <cn type=""integer"">0</cn>           </apply>         </apply>         <ci>𝑛</ci>       </apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑖</ci>         <cn type=""integer"">2</cn>       </apply>     </apply>     <apply>       <divide/>       <apply>         <times/>         <apply>           <plus/>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <ci>𝑛</ci>             <cn type=""integer"">2</cn>           </apply>           <ci>𝑛</ci>         </apply>         <apply>           <plus/>           <apply>             <times/>             <cn type=""integer"">2</cn>             <ci>𝑛</ci>           </apply>           <cn type=""integer"">1</cn>         </apply>       </apply>       <cn type=""integer"">6</cn>     </apply>   </apply> </math> "
q_54	A.10	3152814	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\int_{0}^{\infty}\frac{\sin x}{x^{a}}"" display=""block"">   <apply>     <apply>       <csymbol cd=""ambiguous"">superscript</csymbol>       <apply>         <csymbol cd=""ambiguous"">subscript</csymbol>         <int/>         <cn type=""integer"">0</cn>       </apply>       <infinity/>     </apply>     <apply>       <divide/>       <apply>         <sin/>         <ci>𝑥</ci>       </apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑥</ci>         <ci>𝑎</ci>       </apply>     </apply>   </apply> </math> "
q_55	A.10	3152814	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\int_{0}^{\infty}\frac{\sin x}{x^{a}}"" display=""block"">   <apply>     <apply>       <csymbol cd=""ambiguous"">superscript</csymbol>       <apply>         <csymbol cd=""ambiguous"">subscript</csymbol>         <int/>         <cn type=""integer"">0</cn>       </apply>       <infinity/>     </apply>     <apply>       <divide/>       <apply>         <sin/>         <ci>𝑥</ci>       </apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑥</ci>         <ci>𝑎</ci>       </apply>     </apply>   </apply> </math> "
q_56	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""R^{3}"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">superscript</csymbol>     <ci>𝑅</ci>     <cn type=""integer"">3</cn>   </apply> </math> "
q_57	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""u=(a,b,c)"" display=""block"">   <apply>     <eq/>     <ci>𝑢</ci>     <vector>       <ci>𝑎</ci>       <ci>𝑏</ci>       <ci>𝑐</ci>     </vector>   </apply> </math> "
q_58	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""v=(d,e,f)"" display=""block"">   <apply>     <eq/>     <ci>𝑣</ci>     <vector>       <ci>𝑑</ci>       <ci>𝑒</ci>       <ci>𝑓</ci>     </vector>   </apply> </math> "
q_59	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""u\times v=\vmatrix\hat{i}&amp;amp;\hat{j}&amp;amp;\hat{k}\\&#10;a&amp;amp;b&amp;amp;c\\&#10;d&amp;amp;e&amp;amp;f\\&#10;"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <ci>𝑢</ci>       <ci>𝑣</ci>     </apply>     <list>       <apply>         <times/>         <mtext>{vmatrix}</mtext>         <apply>           <ci>^</ci>           <ci>𝑖</ci>         </apply>         <ci>&amp;</ci>         <ci>𝑎</ci>         <ci>𝑚</ci>         <ci>𝑝</ci>       </apply>       <apply>         <times/>         <apply>           <ci>^</ci>           <ci>𝑗</ci>         </apply>         <ci>&amp;</ci>         <ci>𝑎</ci>         <ci>𝑚</ci>         <ci>𝑝</ci>       </apply>       <apply>         <times/>         <apply>           <ci>^</ci>           <ci>𝑘</ci>         </apply>         <ci>𝑎</ci>         <ci>&amp;</ci>         <ci>𝑎</ci>         <ci>𝑚</ci>         <ci>𝑝</ci>       </apply>       <apply>         <times/>         <ci>𝑏</ci>         <ci>&amp;</ci>         <ci>𝑎</ci>         <ci>𝑚</ci>         <ci>𝑝</ci>       </apply>       <apply>         <times/>         <ci>𝑐</ci>         <ci>𝑑</ci>         <ci>&amp;</ci>         <ci>𝑎</ci>         <ci>𝑚</ci>         <ci>𝑝</ci>       </apply>       <apply>         <times/>         <ci>𝑒</ci>         <ci>&amp;</ci>         <ci>𝑎</ci>         <ci>𝑚</ci>         <ci>𝑝</ci>       </apply>       <ci>𝑓</ci>     </list>   </apply> </math> "
q_60	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""R^{2}"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">superscript</csymbol>     <ci>𝑅</ci>     <cn type=""integer"">2</cn>   </apply> </math> "
q_61	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""R^{3}"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">superscript</csymbol>     <ci>𝑅</ci>     <cn type=""integer"">3</cn>   </apply> </math> "
q_62	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""u=(a,b)"" display=""block"">   <apply>     <eq/>     <ci>𝑢</ci>     <interval closure=""open"">       <ci>𝑎</ci>       <ci>𝑏</ci>     </interval>   </apply> </math> "
q_63	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""v=(d,e)"" display=""block"">   <apply>     <eq/>     <ci>𝑣</ci>     <interval closure=""open"">       <ci>𝑑</ci>       <ci>𝑒</ci>     </interval>   </apply> </math> "
q_64	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""R^{2}"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">superscript</csymbol>     <ci>𝑅</ci>     <cn type=""integer"">2</cn>   </apply> </math> "
q_65	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""R^{3}"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">superscript</csymbol>     <ci>𝑅</ci>     <cn type=""integer"">3</cn>   </apply> </math> "
q_66	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\Phi(u,\ v)=(\ f(u),\ \ g(v)\ )"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <ci>Φ</ci>       <interval closure=""open"">         <ci>𝑢</ci>         <ci>𝑣</ci>       </interval>     </apply>     <interval closure=""open"">       <apply>         <times/>         <ci>𝑓</ci>         <ci>𝑢</ci>       </apply>       <apply>         <times/>         <ci>𝑔</ci>         <ci>𝑣</ci>       </apply>     </interval>   </apply> </math> "
q_67	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""R^{2}"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">superscript</csymbol>     <ci>𝑅</ci>     <cn type=""integer"">2</cn>   </apply> </math> "
q_68	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""D=\Bigg{|}\frac{\partial{\Phi}}{\partial{u}}\times\frac{\partial{\Phi}}{%&#10;\partial{v}}\Bigg{|}"" display=""block"">   <apply>     <eq/>     <ci>𝐷</ci>     <apply>       <abs/>       <apply>         <times/>         <apply>           <divide/>           <apply>             <partialdiff/>             <ci>Φ</ci>           </apply>           <apply>             <partialdiff/>             <ci>𝑢</ci>           </apply>         </apply>         <apply>           <divide/>           <apply>             <partialdiff/>             <ci>Φ</ci>           </apply>           <apply>             <partialdiff/>             <ci>𝑣</ci>           </apply>         </apply>       </apply>     </apply>   </apply> </math> "
q_69	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""R^{3}"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">superscript</csymbol>     <ci>𝑅</ci>     <cn type=""integer"">3</cn>   </apply> </math> "
q_70	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""R^{2}"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">superscript</csymbol>     <ci>𝑅</ci>     <cn type=""integer"">2</cn>   </apply> </math> "
q_71	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\iint_{V}f(x,y)dx\ dy=\iint_{Q}f(\Phi(u,v)\Bigg{|}\frac{\partial{\Phi}}{%&#10;\partial{u}}\times\frac{\partial{\Phi}}{\partial{v}}\Bigg{|}"" display=""block"">   <cerror>     <csymbol cd=""ambiguous"">fragments</csymbol>     <apply>       <csymbol cd=""ambiguous"">subscript</csymbol>       <mtext>\iint</mtext>       <ci>𝑉</ci>     </apply>     <csymbol cd=""unknown"">f</csymbol>     <cerror>       <csymbol cd=""ambiguous"">fragments</csymbol>       <ci>(</ci>       <csymbol cd=""unknown"">x</csymbol>       <ci>,</ci>       <csymbol cd=""unknown"">y</csymbol>       <ci>)</ci>     </cerror>     <csymbol cd=""unknown"">d</csymbol>     <csymbol cd=""unknown"">x</csymbol>     <csymbol cd=""unknown"">d</csymbol>     <csymbol cd=""unknown"">y</csymbol>     <eq/>     <apply>       <csymbol cd=""ambiguous"">subscript</csymbol>       <mtext>\iint</mtext>       <ci>𝑄</ci>     </apply>     <csymbol cd=""unknown"">f</csymbol>     <cerror>       <csymbol cd=""ambiguous"">fragments</csymbol>       <ci>(</ci>       <csymbol cd=""unknown"">Φ</csymbol>       <cerror>         <csymbol cd=""ambiguous"">fragments</csymbol>         <ci>(</ci>         <csymbol cd=""unknown"">u</csymbol>         <ci>,</ci>         <csymbol cd=""unknown"">v</csymbol>         <ci>)</ci>       </cerror>       <ci>|</ci>       <apply>         <divide/>         <apply>           <partialdiff/>           <ci>Φ</ci>         </apply>         <apply>           <partialdiff/>           <ci>𝑢</ci>         </apply>       </apply>       <times/>       <apply>         <divide/>         <apply>           <partialdiff/>           <ci>Φ</ci>         </apply>         <apply>           <partialdiff/>           <ci>𝑣</ci>         </apply>       </apply>       <ci>|</ci>     </cerror>   </cerror> </math> "
q_72	A.11	3158634	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\Phi(u,v)=(2u\cos v,\ \ u\sin v)"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <ci>Φ</ci>       <interval closure=""open"">         <ci>𝑢</ci>         <ci>𝑣</ci>       </interval>     </apply>     <interval closure=""open"">       <apply>         <times/>         <cn type=""integer"">2</cn>         <ci>𝑢</ci>         <apply>           <cos/>           <ci>𝑣</ci>         </apply>       </apply>       <apply>         <times/>         <ci>𝑢</ci>         <apply>           <sin/>           <ci>𝑣</ci>         </apply>       </apply>     </interval>   </apply> </math> "
q_73	A.12	3159517	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(1+i\sqrt{3})^{1/2}"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">superscript</csymbol>     <apply>       <plus/>       <cn type=""integer"">1</cn>       <apply>         <times/>         <ci>𝑖</ci>         <apply>           <root/>           <cn type=""integer"">3</cn>         </apply>       </apply>     </apply>     <apply>       <divide/>       <cn type=""integer"">1</cn>       <cn type=""integer"">2</cn>     </apply>   </apply> </math> "
q_74	A.13	3169607	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\int_{a}^{b}f(x)dx+\int_{f(a)}^{f(b)}f^{-1}(x)dx\ ?"" display=""block"">   <apply>     <plus/>     <apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <int/>           <ci>𝑎</ci>         </apply>         <ci>𝑏</ci>       </apply>       <apply>         <times/>         <ci>𝑓</ci>         <ci>𝑥</ci>         <apply>           <csymbol cd=""latexml"">differential-d</csymbol>           <ci>𝑥</ci>         </apply>       </apply>     </apply>     <apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <int/>           <apply>             <times/>             <ci>𝑓</ci>             <ci>𝑎</ci>           </apply>         </apply>         <apply>           <times/>           <ci>𝑓</ci>           <ci>𝑏</ci>         </apply>       </apply>       <apply>         <times/>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <ci>𝑓</ci>           <apply>             <minus/>             <cn type=""integer"">1</cn>           </apply>         </apply>         <ci>𝑥</ci>         <apply>           <csymbol cd=""latexml"">differential-d</csymbol>           <ci>𝑥</ci>         </apply>         <ci>?</ci>       </apply>     </apply>   </apply> </math> "
q_75	A.13	3169607	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\int_{a}^{b}f(x)dx+\int_{f(a)}^{f(b)}f^{-1}(x)dx\ ?"" display=""block"">   <apply>     <plus/>     <apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <int/>           <ci>𝑎</ci>         </apply>         <ci>𝑏</ci>       </apply>       <apply>         <times/>         <ci>𝑓</ci>         <ci>𝑥</ci>         <apply>           <csymbol cd=""latexml"">differential-d</csymbol>           <ci>𝑥</ci>         </apply>       </apply>     </apply>     <apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <int/>           <apply>             <times/>             <ci>𝑓</ci>             <ci>𝑎</ci>           </apply>         </apply>         <apply>           <times/>           <ci>𝑓</ci>           <ci>𝑏</ci>         </apply>       </apply>       <apply>         <times/>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <ci>𝑓</ci>           <apply>             <minus/>             <cn type=""integer"">1</cn>           </apply>         </apply>         <ci>𝑥</ci>         <apply>           <csymbol cd=""latexml"">differential-d</csymbol>           <ci>𝑥</ci>         </apply>         <ci>?</ci>       </apply>     </apply>   </apply> </math> "
